scope,dataset,method,num_clusters,relative_regret,investment_cost,operational_cost_without_ens,ens_cost,total_cost
perlocation,lowvar,HC,500,0.6461784459557366,127361300.05238073,4222833.589271747,257385.1417282534,131841518.78338073
perlocation,lowvar,HC,1000,0.36447183666217453,127651561.87307644,3592972.42602552,227962.75097448003,131472497.05007644
perlocation,lowvar,HC,1500,0.31923531424143553,127734741.65776466,3450535.03302552,227962.75097448003,131413239.44176465
perlocation,lowvar,HC,2000,0.09963567636993205,127850266.18105084,3262376.5937426845,12931.996257315517,131125574.77105084
perlocation,lowvar,HC,2500,0.08264187507387938,127869039.0373634,3228936.576825724,5338.117174276044,131103313.7313634
perlocation,lowvar,HC,3000,0.0639957936413462,127887243.47137004,3186306.697825724,5338.117174276044,131078888.28637004
perlocation,lowvar,HC,3500,0.044244934643442146,127902752.54437564,3146033.287633088,4229.805366911714,131053015.63737564
perlocation,lowvar,HC,4000,0.026936990518286644,127916115.23411028,3109998.046633088,4229.805366911714,131030343.08611028
perlocation,lowvar,HC,5000,0.006597862380579515,127909536.39262111,3093935.243943452,228.1970565480522,131003699.83362111
perlocation,lowvar,HC,6000,0.0024459346770040625,127899441.79156087,3098591.024943452,228.1970565480522,130998261.01356088
perlocation,lowvar,HC,7000,0.001113439005134121,127892635.81409653,3103651.498943452,228.1970565480522,130996515.51009652
perlocation,lowvar,HC,8000,0.0002327949713166117,127895298.1309428,3099916.919774949,146.8592250509841,130995361.9099428
perlocation,lowvar,PEC,500,6.445887937927107,137262716.72490534,2176134.811,0.0,139438851.53590533
perlocation,lowvar,PEC,1000,2.2970154648523966,130909899.6746018,3094134.002,0.0,134004033.6766018
perlocation,lowvar,PEC,1500,1.4107343395466594,129884597.29068148,2958451.921,0.0,132843049.21168149
perlocation,lowvar,PEC,2000,0.9311477021806859,129286312.5518912,2928501.871,0.0,132214814.4228912
perlocation,lowvar,PEC,2500,0.6612359454339343,128902266.31539896,2958977.048,0.0,131861243.36339895
perlocation,lowvar,PEC,3000,0.46715287674945916,128622809.75402594,2984194.383,0.0,131607004.13702594
perlocation,lowvar,PEC,3500,0.3222985789937215,128414867.88517174,3002384.282,0.0,131417252.16717175
perlocation,lowvar,PEC,4000,0.23916500471339477,128317049.11919032,2991302.175,0.0,131308351.29419032
