asset,year,partition,rep_period,specification
SE_Gas,2050,9;82;16;12;11;23;17;10;22;20;15;25;10;12;61;12;14;10;32;9;35;25;12;57;11;16;18;14;11;7;15;19;16;28;19;20;18;26;13;59;9;14;6;32;13;10;6;24;17;7;22;5;11;37;11;14;62;63;33;7;35;13;14;35;13;48;27;12;33;34;6;5;6;8;12;40;17;8;8;19;7;3;6;17;10;10;10;18;10;21;15;24;13;19;13;12;35;13;9;19;25;17;2;15;9;11;15;51;19;10;38;24;14;10;15;9;15;8;16;15;8;9;6;17;17;9;10;6;13;8;16;6;5;8;16;11;20;25;15;9;14;9;25;15;12;19;24;2;14;8;2;5;13;9;20;18;10;15;9;12;15;19;13;10;20;4;19;5;8;19;8;14;24;4;15;8;11;13;13;18;19;13;29;11;23;8;12;16;20;10;7;11;16;11;18;20;9;14;11;10;5;23;10;13;9;12;16;11;10;14;16;11;8;17;24;13;11;10;9;11;15;10;13;11;16;10;20;39;11;24;9;11;16;10;18;8;13;14;19;14;12;13;10;13;11;16;25;31;18;10;9;12;10;17;44;13;11;9;14;20;8;11;11;12;24;34;17;13;9;21;13;13;12;28;10;10;26;15;20;12;14;21;11;15;20;10;5;11;60;13;6;5;22;16;8;11;7;11;10;3;8;45;17;10;14;10;13;14;10;21;20;9;13;9;13;35;11;16;11;11;24;10;48;16;23;22;10;6;25;7;14;11;10;16;32;13;11;13;27;7;16;39;26;14;12;19;8;10;24;24;15;12;24;5;32;24;11;14;10;21;21;6;35;16;15;42;12;21;11;36;25;14;10;23;15;39;42;7;35;12;6;15;9;16;15;36;42;11;43;20;22;13;11;12;5;6;16;7;17;7;33;4;58;26;16;31;24;17;35;23;22;28;44;43;5;16;6;43;6;8;10;36;15;9;31;5;7;22;19;18;7;8;34;11;18;8;12;17;35;36;33;37;16;19;17;19;16;11;12;19;26;28;5;19;8;4;32;13;33;15;11;11;6;20;6;4;30;12;11;20;36;11;25;18;29;17;12;12;7;40;48;17;23;17;37;11;17;15;13;20;39;37;41;34;66;54;35;33;52;18,1,explicit
SE_H_Demand,2050,9;82;16;12;11;23;17;10;22;20;15;25;10;12;61;12;14;10;32;9;35;25;12;57;11;16;18;14;11;7;15;19;16;28;19;20;18;26;13;59;9;14;6;32;13;10;6;24;17;7;22;5;11;37;11;14;62;63;33;7;35;13;14;35;13;48;27;12;33;34;6;5;6;8;12;40;17;8;8;19;7;3;6;17;10;10;10;18;10;21;15;24;13;19;13;12;35;13;9;19;25;17;2;15;9;11;15;51;19;10;38;24;14;10;15;9;15;8;16;15;8;9;6;17;17;9;10;6;13;8;16;6;5;8;16;11;20;25;15;9;14;9;25;15;12;19;24;2;14;8;2;5;13;9;20;18;10;15;9;12;15;19;13;10;20;4;19;5;8;19;8;14;24;4;15;8;11;13;13;18;19;13;29;11;23;8;12;16;20;10;7;11;16;11;18;20;9;14;11;10;5;23;10;13;9;12;16;11;10;14;16;11;8;17;24;13;11;10;9;11;15;10;13;11;16;10;20;39;11;24;9;11;16;10;18;8;13;14;19;14;12;13;10;13;11;16;25;31;18;10;9;12;10;17;44;13;11;9;14;20;8;11;11;12;24;34;17;13;9;21;13;13;12;28;10;10;26;15;20;12;14;21;11;15;20;10;5;11;60;13;6;5;22;16;8;11;7;11;10;3;8;45;17;10;14;10;13;14;10;21;20;9;13;9;13;35;11;16;11;11;24;10;48;16;23;22;10;6;25;7;14;11;10;16;32;13;11;13;27;7;16;39;26;14;12;19;8;10;24;24;15;12;24;5;32;24;11;14;10;21;21;6;35;16;15;42;12;21;11;36;25;14;10;23;15;39;42;7;35;12;6;15;9;16;15;36;42;11;43;20;22;13;11;12;5;6;16;7;17;7;33;4;58;26;16;31;24;17;35;23;22;28;44;43;5;16;6;43;6;8;10;36;15;9;31;5;7;22;19;18;7;8;34;11;18;8;12;17;35;36;33;37;16;19;17;19;16;11;12;19;26;28;5;19;8;4;32;13;33;15;11;11;6;20;6;4;30;12;11;20;36;11;25;18;29;17;12;12;7;40;48;17;23;17;37;11;17;15;13;20;39;37;41;34;66;54;35;33;52;18,1,explicit
SE_Hydro_Reservoir,2050,9;82;16;12;11;23;17;10;22;20;15;25;10;12;61;12;14;10;32;9;35;25;12;57;11;16;18;14;11;7;15;19;16;28;19;20;18;26;13;59;9;14;6;32;13;10;6;24;17;7;22;5;11;37;11;14;62;63;33;7;35;13;14;35;13;48;27;12;33;34;6;5;6;8;12;40;17;8;8;19;7;3;6;17;10;10;10;18;10;21;15;24;13;19;13;12;35;13;9;19;25;17;2;15;9;11;15;51;19;10;38;24;14;10;15;9;15;8;16;15;8;9;6;17;17;9;10;6;13;8;16;6;5;8;16;11;20;25;15;9;14;9;25;15;12;19;24;2;14;8;2;5;13;9;20;18;10;15;9;12;15;19;13;10;20;4;19;5;8;19;8;14;24;4;15;8;11;13;13;18;19;13;29;11;23;8;12;16;20;10;7;11;16;11;18;20;9;14;11;10;5;23;10;13;9;12;16;11;10;14;16;11;8;17;24;13;11;10;9;11;15;10;13;11;16;10;20;39;11;24;9;11;16;10;18;8;13;14;19;14;12;13;10;13;11;16;25;31;18;10;9;12;10;17;44;13;11;9;14;20;8;11;11;12;24;34;17;13;9;21;13;13;12;28;10;10;26;15;20;12;14;21;11;15;20;10;5;11;60;13;6;5;22;16;8;11;7;11;10;3;8;45;17;10;14;10;13;14;10;21;20;9;13;9;13;35;11;16;11;11;24;10;48;16;23;22;10;6;25;7;14;11;10;16;32;13;11;13;27;7;16;39;26;14;12;19;8;10;24;24;15;12;24;5;32;24;11;14;10;21;21;6;35;16;15;42;12;21;11;36;25;14;10;23;15;39;42;7;35;12;6;15;9;16;15;36;42;11;43;20;22;13;11;12;5;6;16;7;17;7;33;4;58;26;16;31;24;17;35;23;22;28;44;43;5;16;6;43;6;8;10;36;15;9;31;5;7;22;19;18;7;8;34;11;18;8;12;17;35;36;33;37;16;19;17;19;16;11;12;19;26;28;5;19;8;4;32;13;33;15;11;11;6;20;6;4;30;12;11;20;36;11;25;18;29;17;12;12;7;40;48;17;23;17;37;11;17;15;13;20;39;37;41;34;66;54;35;33;52;18,1,explicit
SE_Nuclear,2050,9;82;16;12;11;23;17;10;22;20;15;25;10;12;61;12;14;10;32;9;35;25;12;57;11;16;18;14;11;7;15;19;16;28;19;20;18;26;13;59;9;14;6;32;13;10;6;24;17;7;22;5;11;37;11;14;62;63;33;7;35;13;14;35;13;48;27;12;33;34;6;5;6;8;12;40;17;8;8;19;7;3;6;17;10;10;10;18;10;21;15;24;13;19;13;12;35;13;9;19;25;17;2;15;9;11;15;51;19;10;38;24;14;10;15;9;15;8;16;15;8;9;6;17;17;9;10;6;13;8;16;6;5;8;16;11;20;25;15;9;14;9;25;15;12;19;24;2;14;8;2;5;13;9;20;18;10;15;9;12;15;19;13;10;20;4;19;5;8;19;8;14;24;4;15;8;11;13;13;18;19;13;29;11;23;8;12;16;20;10;7;11;16;11;18;20;9;14;11;10;5;23;10;13;9;12;16;11;10;14;16;11;8;17;24;13;11;10;9;11;15;10;13;11;16;10;20;39;11;24;9;11;16;10;18;8;13;14;19;14;12;13;10;13;11;16;25;31;18;10;9;12;10;17;44;13;11;9;14;20;8;11;11;12;24;34;17;13;9;21;13;13;12;28;10;10;26;15;20;12;14;21;11;15;20;10;5;11;60;13;6;5;22;16;8;11;7;11;10;3;8;45;17;10;14;10;13;14;10;21;20;9;13;9;13;35;11;16;11;11;24;10;48;16;23;22;10;6;25;7;14;11;10;16;32;13;11;13;27;7;16;39;26;14;12;19;8;10;24;24;15;12;24;5;32;24;11;14;10;21;21;6;35;16;15;42;12;21;11;36;25;14;10;23;15;39;42;7;35;12;6;15;9;16;15;36;42;11;43;20;22;13;11;12;5;6;16;7;17;7;33;4;58;26;16;31;24;17;35;23;22;28;44;43;5;16;6;43;6;8;10;36;15;9;31;5;7;22;19;18;7;8;34;11;18;8;12;17;35;36;33;37;16;19;17;19;16;11;12;19;26;28;5;19;8;4;32;13;33;15;11;11;6;20;6;4;30;12;11;20;36;11;25;18;29;17;12;12;7;40;48;17;23;17;37;11;17;15;13;20;39;37;41;34;66;54;35;33;52;18,1,explicit
SE_OCGT,2050,9;82;16;12;11;23;17;10;22;20;15;25;10;12;61;12;14;10;32;9;35;25;12;57;11;16;18;14;11;7;15;19;16;28;19;20;18;26;13;59;9;14;6;32;13;10;6;24;17;7;22;5;11;37;11;14;62;63;33;7;35;13;14;35;13;48;27;12;33;34;6;5;6;8;12;40;17;8;8;19;7;3;6;17;10;10;10;18;10;21;15;24;13;19;13;12;35;13;9;19;25;17;2;15;9;11;15;51;19;10;38;24;14;10;15;9;15;8;16;15;8;9;6;17;17;9;10;6;13;8;16;6;5;8;16;11;20;25;15;9;14;9;25;15;12;19;24;2;14;8;2;5;13;9;20;18;10;15;9;12;15;19;13;10;20;4;19;5;8;19;8;14;24;4;15;8;11;13;13;18;19;13;29;11;23;8;12;16;20;10;7;11;16;11;18;20;9;14;11;10;5;23;10;13;9;12;16;11;10;14;16;11;8;17;24;13;11;10;9;11;15;10;13;11;16;10;20;39;11;24;9;11;16;10;18;8;13;14;19;14;12;13;10;13;11;16;25;31;18;10;9;12;10;17;44;13;11;9;14;20;8;11;11;12;24;34;17;13;9;21;13;13;12;28;10;10;26;15;20;12;14;21;11;15;20;10;5;11;60;13;6;5;22;16;8;11;7;11;10;3;8;45;17;10;14;10;13;14;10;21;20;9;13;9;13;35;11;16;11;11;24;10;48;16;23;22;10;6;25;7;14;11;10;16;32;13;11;13;27;7;16;39;26;14;12;19;8;10;24;24;15;12;24;5;32;24;11;14;10;21;21;6;35;16;15;42;12;21;11;36;25;14;10;23;15;39;42;7;35;12;6;15;9;16;15;36;42;11;43;20;22;13;11;12;5;6;16;7;17;7;33;4;58;26;16;31;24;17;35;23;22;28;44;43;5;16;6;43;6;8;10;36;15;9;31;5;7;22;19;18;7;8;34;11;18;8;12;17;35;36;33;37;16;19;17;19;16;11;12;19;26;28;5;19;8;4;32;13;33;15;11;11;6;20;6;4;30;12;11;20;36;11;25;18;29;17;12;12;7;40;48;17;23;17;37;11;17;15;13;20;39;37;41;34;66;54;35;33;52;18,1,explicit
SE_Solar,2050,9;82;16;12;11;23;17;10;22;20;15;25;10;12;61;12;14;10;32;9;35;25;12;57;11;16;18;14;11;7;15;19;16;28;19;20;18;26;13;59;9;14;6;32;13;10;6;24;17;7;22;5;11;37;11;14;62;63;33;7;35;13;14;35;13;48;27;12;33;34;6;5;6;8;12;40;17;8;8;19;7;3;6;17;10;10;10;18;10;21;15;24;13;19;13;12;35;13;9;19;25;17;2;15;9;11;15;51;19;10;38;24;14;10;15;9;15;8;16;15;8;9;6;17;17;9;10;6;13;8;16;6;5;8;16;11;20;25;15;9;14;9;25;15;12;19;24;2;14;8;2;5;13;9;20;18;10;15;9;12;15;19;13;10;20;4;19;5;8;19;8;14;24;4;15;8;11;13;13;18;19;13;29;11;23;8;12;16;20;10;7;11;16;11;18;20;9;14;11;10;5;23;10;13;9;12;16;11;10;14;16;11;8;17;24;13;11;10;9;11;15;10;13;11;16;10;20;39;11;24;9;11;16;10;18;8;13;14;19;14;12;13;10;13;11;16;25;31;18;10;9;12;10;17;44;13;11;9;14;20;8;11;11;12;24;34;17;13;9;21;13;13;12;28;10;10;26;15;20;12;14;21;11;15;20;10;5;11;60;13;6;5;22;16;8;11;7;11;10;3;8;45;17;10;14;10;13;14;10;21;20;9;13;9;13;35;11;16;11;11;24;10;48;16;23;22;10;6;25;7;14;11;10;16;32;13;11;13;27;7;16;39;26;14;12;19;8;10;24;24;15;12;24;5;32;24;11;14;10;21;21;6;35;16;15;42;12;21;11;36;25;14;10;23;15;39;42;7;35;12;6;15;9;16;15;36;42;11;43;20;22;13;11;12;5;6;16;7;17;7;33;4;58;26;16;31;24;17;35;23;22;28;44;43;5;16;6;43;6;8;10;36;15;9;31;5;7;22;19;18;7;8;34;11;18;8;12;17;35;36;33;37;16;19;17;19;16;11;12;19;26;28;5;19;8;4;32;13;33;15;11;11;6;20;6;4;30;12;11;20;36;11;25;18;29;17;12;12;7;40;48;17;23;17;37;11;17;15;13;20;39;37;41;34;66;54;35;33;52;18,1,explicit
SE_Wind_Offshore,2050,9;82;16;12;11;23;17;10;22;20;15;25;10;12;61;12;14;10;32;9;35;25;12;57;11;16;18;14;11;7;15;19;16;28;19;20;18;26;13;59;9;14;6;32;13;10;6;24;17;7;22;5;11;37;11;14;62;63;33;7;35;13;14;35;13;48;27;12;33;34;6;5;6;8;12;40;17;8;8;19;7;3;6;17;10;10;10;18;10;21;15;24;13;19;13;12;35;13;9;19;25;17;2;15;9;11;15;51;19;10;38;24;14;10;15;9;15;8;16;15;8;9;6;17;17;9;10;6;13;8;16;6;5;8;16;11;20;25;15;9;14;9;25;15;12;19;24;2;14;8;2;5;13;9;20;18;10;15;9;12;15;19;13;10;20;4;19;5;8;19;8;14;24;4;15;8;11;13;13;18;19;13;29;11;23;8;12;16;20;10;7;11;16;11;18;20;9;14;11;10;5;23;10;13;9;12;16;11;10;14;16;11;8;17;24;13;11;10;9;11;15;10;13;11;16;10;20;39;11;24;9;11;16;10;18;8;13;14;19;14;12;13;10;13;11;16;25;31;18;10;9;12;10;17;44;13;11;9;14;20;8;11;11;12;24;34;17;13;9;21;13;13;12;28;10;10;26;15;20;12;14;21;11;15;20;10;5;11;60;13;6;5;22;16;8;11;7;11;10;3;8;45;17;10;14;10;13;14;10;21;20;9;13;9;13;35;11;16;11;11;24;10;48;16;23;22;10;6;25;7;14;11;10;16;32;13;11;13;27;7;16;39;26;14;12;19;8;10;24;24;15;12;24;5;32;24;11;14;10;21;21;6;35;16;15;42;12;21;11;36;25;14;10;23;15;39;42;7;35;12;6;15;9;16;15;36;42;11;43;20;22;13;11;12;5;6;16;7;17;7;33;4;58;26;16;31;24;17;35;23;22;28;44;43;5;16;6;43;6;8;10;36;15;9;31;5;7;22;19;18;7;8;34;11;18;8;12;17;35;36;33;37;16;19;17;19;16;11;12;19;26;28;5;19;8;4;32;13;33;15;11;11;6;20;6;4;30;12;11;20;36;11;25;18;29;17;12;12;7;40;48;17;23;17;37;11;17;15;13;20;39;37;41;34;66;54;35;33;52;18,1,explicit
SE_Wind_Onshore,2050,9;82;16;12;11;23;17;10;22;20;15;25;10;12;61;12;14;10;32;9;35;25;12;57;11;16;18;14;11;7;15;19;16;28;19;20;18;26;13;59;9;14;6;32;13;10;6;24;17;7;22;5;11;37;11;14;62;63;33;7;35;13;14;35;13;48;27;12;33;34;6;5;6;8;12;40;17;8;8;19;7;3;6;17;10;10;10;18;10;21;15;24;13;19;13;12;35;13;9;19;25;17;2;15;9;11;15;51;19;10;38;24;14;10;15;9;15;8;16;15;8;9;6;17;17;9;10;6;13;8;16;6;5;8;16;11;20;25;15;9;14;9;25;15;12;19;24;2;14;8;2;5;13;9;20;18;10;15;9;12;15;19;13;10;20;4;19;5;8;19;8;14;24;4;15;8;11;13;13;18;19;13;29;11;23;8;12;16;20;10;7;11;16;11;18;20;9;14;11;10;5;23;10;13;9;12;16;11;10;14;16;11;8;17;24;13;11;10;9;11;15;10;13;11;16;10;20;39;11;24;9;11;16;10;18;8;13;14;19;14;12;13;10;13;11;16;25;31;18;10;9;12;10;17;44;13;11;9;14;20;8;11;11;12;24;34;17;13;9;21;13;13;12;28;10;10;26;15;20;12;14;21;11;15;20;10;5;11;60;13;6;5;22;16;8;11;7;11;10;3;8;45;17;10;14;10;13;14;10;21;20;9;13;9;13;35;11;16;11;11;24;10;48;16;23;22;10;6;25;7;14;11;10;16;32;13;11;13;27;7;16;39;26;14;12;19;8;10;24;24;15;12;24;5;32;24;11;14;10;21;21;6;35;16;15;42;12;21;11;36;25;14;10;23;15;39;42;7;35;12;6;15;9;16;15;36;42;11;43;20;22;13;11;12;5;6;16;7;17;7;33;4;58;26;16;31;24;17;35;23;22;28;44;43;5;16;6;43;6;8;10;36;15;9;31;5;7;22;19;18;7;8;34;11;18;8;12;17;35;36;33;37;16;19;17;19;16;11;12;19;26;28;5;19;8;4;32;13;33;15;11;11;6;20;6;4;30;12;11;20;36;11;25;18;29;17;12;12;7;40;48;17;23;17;37;11;17;15;13;20;39;37;41;34;66;54;35;33;52;18,1,explicit
SE_electrolyzer,2050,9;82;16;12;11;23;17;10;22;20;15;25;10;12;61;12;14;10;32;9;35;25;12;57;11;16;18;14;11;7;15;19;16;28;19;20;18;26;13;59;9;14;6;32;13;10;6;24;17;7;22;5;11;37;11;14;62;63;33;7;35;13;14;35;13;48;27;12;33;34;6;5;6;8;12;40;17;8;8;19;7;3;6;17;10;10;10;18;10;21;15;24;13;19;13;12;35;13;9;19;25;17;2;15;9;11;15;51;19;10;38;24;14;10;15;9;15;8;16;15;8;9;6;17;17;9;10;6;13;8;16;6;5;8;16;11;20;25;15;9;14;9;25;15;12;19;24;2;14;8;2;5;13;9;20;18;10;15;9;12;15;19;13;10;20;4;19;5;8;19;8;14;24;4;15;8;11;13;13;18;19;13;29;11;23;8;12;16;20;10;7;11;16;11;18;20;9;14;11;10;5;23;10;13;9;12;16;11;10;14;16;11;8;17;24;13;11;10;9;11;15;10;13;11;16;10;20;39;11;24;9;11;16;10;18;8;13;14;19;14;12;13;10;13;11;16;25;31;18;10;9;12;10;17;44;13;11;9;14;20;8;11;11;12;24;34;17;13;9;21;13;13;12;28;10;10;26;15;20;12;14;21;11;15;20;10;5;11;60;13;6;5;22;16;8;11;7;11;10;3;8;45;17;10;14;10;13;14;10;21;20;9;13;9;13;35;11;16;11;11;24;10;48;16;23;22;10;6;25;7;14;11;10;16;32;13;11;13;27;7;16;39;26;14;12;19;8;10;24;24;15;12;24;5;32;24;11;14;10;21;21;6;35;16;15;42;12;21;11;36;25;14;10;23;15;39;42;7;35;12;6;15;9;16;15;36;42;11;43;20;22;13;11;12;5;6;16;7;17;7;33;4;58;26;16;31;24;17;35;23;22;28;44;43;5;16;6;43;6;8;10;36;15;9;31;5;7;22;19;18;7;8;34;11;18;8;12;17;35;36;33;37;16;19;17;19;16;11;12;19;26;28;5;19;8;4;32;13;33;15;11;11;6;20;6;4;30;12;11;20;36;11;25;18;29;17;12;12;7;40;48;17;23;17;37;11;17;15;13;20;39;37;41;34;66;54;35;33;52;18,1,explicit
SI_Battery,2050,9;21;10;22;43;5;25;39;14;19;43;8;4;7;9;10;9;6;20;14;15;20;38;88;25;4;11;12;6;13;12;6;3;9;23;25;10;12;31;31;5;18;12;10;14;11;7;11;37;22;19;8;20;2;8;9;27;5;17;14;10;48;8;12;11;15;17;9;14;21;13;7;16;15;10;10;45;23;27;33;24;6;13;12;9;24;9;10;24;4;38;10;27;20;18;8;21;16;11;9;17;20;38;3;9;22;18;5;6;12;22;13;24;20;12;25;5;7;14;6;22;11;12;21;24;13;11;20;13;18;8;2;13;4;6;14;6;7;10;7;19;29;24;29;34;10;19;5;15;8;26;13;8;14;5;7;19;23;3;6;11;26;20;6;26;34;19;5;10;8;9;16;18;35;9;11;21;10;9;6;18;17;5;19;7;6;13;9;17;31;17;4;4;10;12;4;13;9;19;8;6;8;8;14;10;20;28;22;11;6;9;18;10;8;9;17;10;20;4;5;4;9;9;9;10;7;28;8;22;8;15;11;14;8;15;23;25;9;15;11;39;12;20;14;9;19;5;7;8;10;42;6;10;6;8;18;20;4;6;14;37;13;5;3;15;17;6;8;32;13;6;13;41;10;5;27;13;7;8;8;24;4;36;20;38;10;12;40;12;11;10;31;2;15;9;54;12;5;16;16;9;9;25;61;11;13;78;3;26;13;11;13;10;66;12;6;12;15;7;18;8;27;13;33;6;29;26;14;11;10;15;9;13;62;14;26;3;12;19;9;15;56;35;13;106;23;19;22;15;9;7;15;14;3;11;6;6;19;30;16;17;8;40;8;15;9;10;27;10;49;5;9;13;20;16;8;6;11;19;16;36;9;15;13;8;17;14;23;14;9;6;7;12;5;32;10;13;9;14;29;24;13;14;38;7;13;47;28;18;31;4;13;35;16;45;15;28;11;13;29;11;27;6;17;11;13;32;71;6;5;18;8;18;11;20;10;13;9;13;13;13;12;6;17;7;34;9;7;28;12;38;15;41;7;41;7;55;15;143;12;9;11;19;65;3;17;8;19;5;22;24;8;26;13;8;16;13;6;33;33;80;34;41;7;56;11;7;56;19;158;11;20;30;15;90;38;36;14;8;15,1,explicit
SI_Coal,2050,9;21;10;22;43;5;25;39;14;19;43;8;4;7;9;10;9;6;20;14;15;20;38;88;25;4;11;12;6;13;12;6;3;9;23;25;10;12;31;31;5;18;12;10;14;11;7;11;37;22;19;8;20;2;8;9;27;5;17;14;10;48;8;12;11;15;17;9;14;21;13;7;16;15;10;10;45;23;27;33;24;6;13;12;9;24;9;10;24;4;38;10;27;20;18;8;21;16;11;9;17;20;38;3;9;22;18;5;6;12;22;13;24;20;12;25;5;7;14;6;22;11;12;21;24;13;11;20;13;18;8;2;13;4;6;14;6;7;10;7;19;29;24;29;34;10;19;5;15;8;26;13;8;14;5;7;19;23;3;6;11;26;20;6;26;34;19;5;10;8;9;16;18;35;9;11;21;10;9;6;18;17;5;19;7;6;13;9;17;31;17;4;4;10;12;4;13;9;19;8;6;8;8;14;10;20;28;22;11;6;9;18;10;8;9;17;10;20;4;5;4;9;9;9;10;7;28;8;22;8;15;11;14;8;15;23;25;9;15;11;39;12;20;14;9;19;5;7;8;10;42;6;10;6;8;18;20;4;6;14;37;13;5;3;15;17;6;8;32;13;6;13;41;10;5;27;13;7;8;8;24;4;36;20;38;10;12;40;12;11;10;31;2;15;9;54;12;5;16;16;9;9;25;61;11;13;78;3;26;13;11;13;10;66;12;6;12;15;7;18;8;27;13;33;6;29;26;14;11;10;15;9;13;62;14;26;3;12;19;9;15;56;35;13;106;23;19;22;15;9;7;15;14;3;11;6;6;19;30;16;17;8;40;8;15;9;10;27;10;49;5;9;13;20;16;8;6;11;19;16;36;9;15;13;8;17;14;23;14;9;6;7;12;5;32;10;13;9;14;29;24;13;14;38;7;13;47;28;18;31;4;13;35;16;45;15;28;11;13;29;11;27;6;17;11;13;32;71;6;5;18;8;18;11;20;10;13;9;13;13;13;12;6;17;7;34;9;7;28;12;38;15;41;7;41;7;55;15;143;12;9;11;19;65;3;17;8;19;5;22;24;8;26;13;8;16;13;6;33;33;80;34;41;7;56;11;7;56;19;158;11;20;30;15;90;38;36;14;8;15,1,explicit
SI_E_Balance,2050,9;21;10;22;43;5;25;39;14;19;43;8;4;7;9;10;9;6;20;14;15;20;38;88;25;4;11;12;6;13;12;6;3;9;23;25;10;12;31;31;5;18;12;10;14;11;7;11;37;22;19;8;20;2;8;9;27;5;17;14;10;48;8;12;11;15;17;9;14;21;13;7;16;15;10;10;45;23;27;33;24;6;13;12;9;24;9;10;24;4;38;10;27;20;18;8;21;16;11;9;17;20;38;3;9;22;18;5;6;12;22;13;24;20;12;25;5;7;14;6;22;11;12;21;24;13;11;20;13;18;8;2;13;4;6;14;6;7;10;7;19;29;24;29;34;10;19;5;15;8;26;13;8;14;5;7;19;23;3;6;11;26;20;6;26;34;19;5;10;8;9;16;18;35;9;11;21;10;9;6;18;17;5;19;7;6;13;9;17;31;17;4;4;10;12;4;13;9;19;8;6;8;8;14;10;20;28;22;11;6;9;18;10;8;9;17;10;20;4;5;4;9;9;9;10;7;28;8;22;8;15;11;14;8;15;23;25;9;15;11;39;12;20;14;9;19;5;7;8;10;42;6;10;6;8;18;20;4;6;14;37;13;5;3;15;17;6;8;32;13;6;13;41;10;5;27;13;7;8;8;24;4;36;20;38;10;12;40;12;11;10;31;2;15;9;54;12;5;16;16;9;9;25;61;11;13;78;3;26;13;11;13;10;66;12;6;12;15;7;18;8;27;13;33;6;29;26;14;11;10;15;9;13;62;14;26;3;12;19;9;15;56;35;13;106;23;19;22;15;9;7;15;14;3;11;6;6;19;30;16;17;8;40;8;15;9;10;27;10;49;5;9;13;20;16;8;6;11;19;16;36;9;15;13;8;17;14;23;14;9;6;7;12;5;32;10;13;9;14;29;24;13;14;38;7;13;47;28;18;31;4;13;35;16;45;15;28;11;13;29;11;27;6;17;11;13;32;71;6;5;18;8;18;11;20;10;13;9;13;13;13;12;6;17;7;34;9;7;28;12;38;15;41;7;41;7;55;15;143;12;9;11;19;65;3;17;8;19;5;22;24;8;26;13;8;16;13;6;33;33;80;34;41;7;56;11;7;56;19;158;11;20;30;15;90;38;36;14;8;15,1,explicit
SI_E_Demand,2050,9;21;10;22;43;5;25;39;14;19;43;8;4;7;9;10;9;6;20;14;15;20;38;88;25;4;11;12;6;13;12;6;3;9;23;25;10;12;31;31;5;18;12;10;14;11;7;11;37;22;19;8;20;2;8;9;27;5;17;14;10;48;8;12;11;15;17;9;14;21;13;7;16;15;10;10;45;23;27;33;24;6;13;12;9;24;9;10;24;4;38;10;27;20;18;8;21;16;11;9;17;20;38;3;9;22;18;5;6;12;22;13;24;20;12;25;5;7;14;6;22;11;12;21;24;13;11;20;13;18;8;2;13;4;6;14;6;7;10;7;19;29;24;29;34;10;19;5;15;8;26;13;8;14;5;7;19;23;3;6;11;26;20;6;26;34;19;5;10;8;9;16;18;35;9;11;21;10;9;6;18;17;5;19;7;6;13;9;17;31;17;4;4;10;12;4;13;9;19;8;6;8;8;14;10;20;28;22;11;6;9;18;10;8;9;17;10;20;4;5;4;9;9;9;10;7;28;8;22;8;15;11;14;8;15;23;25;9;15;11;39;12;20;14;9;19;5;7;8;10;42;6;10;6;8;18;20;4;6;14;37;13;5;3;15;17;6;8;32;13;6;13;41;10;5;27;13;7;8;8;24;4;36;20;38;10;12;40;12;11;10;31;2;15;9;54;12;5;16;16;9;9;25;61;11;13;78;3;26;13;11;13;10;66;12;6;12;15;7;18;8;27;13;33;6;29;26;14;11;10;15;9;13;62;14;26;3;12;19;9;15;56;35;13;106;23;19;22;15;9;7;15;14;3;11;6;6;19;30;16;17;8;40;8;15;9;10;27;10;49;5;9;13;20;16;8;6;11;19;16;36;9;15;13;8;17;14;23;14;9;6;7;12;5;32;10;13;9;14;29;24;13;14;38;7;13;47;28;18;31;4;13;35;16;45;15;28;11;13;29;11;27;6;17;11;13;32;71;6;5;18;8;18;11;20;10;13;9;13;13;13;12;6;17;7;34;9;7;28;12;38;15;41;7;41;7;55;15;143;12;9;11;19;65;3;17;8;19;5;22;24;8;26;13;8;16;13;6;33;33;80;34;41;7;56;11;7;56;19;158;11;20;30;15;90;38;36;14;8;15,1,explicit
